baitName	baitID	ENSEMBL_GENEID	baitChr	baitStart	baitEnd	MacMon	MK	nCD4	Ery	Neu
AC002467.7	692119		7	107383378	107388499					
AC006483.1	662834		7	5545104	5573854					
AC010327.2	331309		19	55738449	55744213					
AC010761.8	284410		17	27048612	27049990					
AC012467.1	452582		3	53915522	53924632					
AC018450.1	479226		3	142882975	142887640					
AC079922.3	363760		2	113402487	113405754					
AC135048.1	266015		16	30984589	31014039					
ACAP1	280207	ENSG00000072818	17	7253060	7256843	9.98889539452024	12.6769667768036	98.6609023836657	8.25603005114697	113.536030715223
ACN9	689404	ENSG00000196636	7	96743050	96746650	3.62139996628547	7.20885434447785	7.38570401738567	7.82629210980909	4.09391224534039
ACTR8	452582	ENSG00000113812	3	53915522	53924632	10.8137799015492	13.0944704827027	8.00728091508246	7.45450724400576	8.68661291282052
AL353671.1	760895		9	32524066	32553150					
AL353671.2	760895		9	32524066	32553150					
ALG9	135045	ENSG00000086848	11	111748606	111750671					
ANKRD34A	34283	ENSG00000181039	1	145451473	145470528	0.040204671015846	0.0992758149688986	0.0991386148803084	0.0857592650663885	0.0772357675229955
AP003733.1	120657		11	61730127	61737205					
ASTL	359098	ENSG00000188886	2	96799844	96804798	0.539302883980493	0.000523254135703436	0.0836780352859256	0.00167957221595553	0.441689915922198
BMP2K	519482	ENSG00000138756	4	79687235	79703204	43.4625225176641	98.5657042352405	5.01554827352082	105.437024303182	83.4067139572046
C10orf25	76493	ENSG00000165511	10	45491835	45498521	0.160070038659812	0.299760549072068	0.0166922830722632	0.0939031683724674	5.97046288853527e-07
C11orf1	135045	ENSG00000137720	11	111748606	111750671	8.16745540413208	6.62133298683536	13.4228199807455	4.65263557170487	0.118421441816414
C12orf10	157374	ENSG00000139637	12	53692287	53702410	14.2260231600251	5.67272748808402	10.7786248473428	9.1459746053686	5.16298452811776
C17orf75	285274	ENSG00000108666	17	30669367	30683017	3.49798591066102	4.55365424110841	6.09637140266307	5.26040935911725	0.662996655271313
C2orf68	357367	ENSG00000168887	2	85837686	85864539	15.5679626538978	13.738883721822	14.0239277000606	8.35077082228882	41.0008621660222
C4orf45	545573	ENSG00000164123	4	159957977	159961100	0.00173036640918218	0.0111770062306487	0.0014777309525488	0.0313636358429309	0.0421485297505433
C6orf223	622745	ENSG00000181577	6	43966636	43978360	0.0323894873460829	36.8521283420005	0.00115071992833694	2.98744602051834	0.0103031660453602
C6orf52	613651	ENSG00000137434	6	10684206	10700235	0.248274031028311	0.110495926149849	0.0628560000170199	0.454790843037288	0.0541630966254475
CA1	732492	ENSG00000133742	8	86290135	86296030	0.0665120902132283	0.178952305304338	0.0717612955232302	3.69626869000268	0.262955684179723
CBLL1	692119	ENSG00000105879	7	107383378	107388499	6.43887615907899	8.78650223664293	11.4186872086717	20.7072493405088	28.0486425758506
CCDC182	291621	ENSG00000166329	17	55808976	55828271	5.69027171298537e-07	1.62462253965532e-05	5.90589286494338e-07	4.29108450605912e-07	2.30223922249387e-06
CCDC34	110325	ENSG00000109881	11	27384971	27386044	0.543777853283926	1.24174424516669	0.680604719349504	7.96397979095116	0.00958404563052221
CCL24	682712	ENSG00000106178	7	75451733	75454701	0.0967342596524365	0.000811434713299318	0.000176888227512887	0.290727856227745	0.000613271620793652
CCL28	568620	ENSG00000151882	5	43411373	43413002	0.377025027877642	0.594775973501615	5.30939950963944	1.32047411303124	0.0180015077227278
CDR2	263985	ENSG00000140743	16	22382046	22386791	5.15839315299675	10.1472565049621	27.4316509849265	20.1710588858804	1.54253286152271
CEP76	301461	ENSG00000101624	18	12701241	12703727	2.3535756798711	4.33893983464699	3.19713067072438	9.84337705319517	0.609093683877832
CLEC16A	261132	ENSG00000038532	16	11038195	11044482	5.72703476817904	5.74902365085622	6.5478139258575	8.16861072610942	16.6582084496818
CMAS	148173	ENSG00000111726	12	22191147	22201541	16.9691749492841	80.4709868136172	5.88369515446193	40.3271060134943	0.821963815410111
CMBL	558248	ENSG00000164237	5	10306600	10310885	0.108023445811439	1.63016739718838	0.0824602633665733	6.265941451513	0.0823164718010603
CMPK2	333911	ENSG00000134326	2	7004499	7006565	2.48967304146355	2.20228334716119	1.93399244799821	14.1858338243075	8.66827747794463
COBLL1	380116	ENSG00000082438	2	165699930	165700496	0.27077969919632	0.343404935057225	0.254106766981004	10.2997935222241	0.203633673122631
COX6A2	266098	ENSG00000156885	16	31439056	31440441	0.000182286085478238	0.000171289869590393	0.00019279270611873	0.00128436460807186	0.000709452575970612
CREB3L4	36356	ENSG00000143578	1	153936971	153941439	1.9625642408246	6.95624655317079	1.7135536416652	3.34418778232946	0.140541477624971
CRISP3	624559	ENSG00000096006	6	49708145	49713404	0.0033712205168412	0.00253028510519131	0.00423462709519426	0.0859331035301887	3.66040243000747
CRTC2	36354	ENSG00000160741	1	153923538	153935288	4.68804514481301	4.24728536215887	8.77505021780347	5.37274444955164	47.3156088448075
CTC-498J12.3	576246		5	68431573	68432569					
