baitName	baitID	ENSEMBL_GENEID	baitChr	baitStart	baitEnd	MacMon	MK	nCD4	Ery	Neu
	676389		7	50411807	50412756					
AC006042.7	663419		7	8007422	8012181					
AC008937.2	572230		5	56154298	56165554					
AC010226.4	590975		5	114937005	114941483					
AC010883.5	344502		2	43455071	43460452					
AC021188.4	359137		2	96986565	96990459					
AC079807.2	345866		2	48130849	48134742					
AC090587.4	103057		11	3872404	3879208					
AC090587.5	103057		11	3872404	3879208					
AC104134.2	358108		2	88836095	88845138					
AC108004.3	278765		17	256417	262443					
ACTR3	364107	ENSG00000115091	2	114645986	114651473	270.401803914484	198.819366644632	89.7920321170026	96.1263862115908	546.129404403405
ANKRD35	34299	ENSG00000198483	1	145546608	145551233	0.0678490212569577	0.236020969019486	0.00490204650078068	0.0605042812884116	0.000735290075176045
AP000936.4	136563		11	116968002	116974060					
APAF1	171861	ENSG00000120868	12	99035902	99040250	12.4043998668989	8.1492294263927	6.35755419059476	7.5376755247561	117.111104454245
APLF	352323	ENSG00000169621	2	68691196	68695687	1.52887680941153	4.71046536712111	2.63441261902262	2.23288360967388	0.767434026463966
ARMC5	266104	ENSG00000140691	16	31466454	31469797	1.50363273130251	3.28114804171497	1.0481633238891	1.83311067949842	1.09616759822416
ARRDC3	583213	ENSG00000113369	5	90678873	90679948	10.3945054951186	10.606425964876	30.254312677376	18.4268501576983	200.24644023946
BHLHE40	438430	ENSG00000134107	3	5018512	5025724	22.3839835292201	16.2317095258248	1.70115021130811	8.8746495623425	41.80243216043
BHLHE40-AS1	438430	ENSG00000235831	3	5018512	5025724	0.175312359520932	0.424492492262298	0.158220700370457	0.0377291923472309	0.155368291685324
BOD1	608571	ENSG00000145919	5	173040111	173048561	8.49510981532584	2.95334976747309	13.8310005880884	2.95071893856722	1.67472501330297
BRD7	268169	ENSG00000166164	16	50395469	50403807	21.7397251202449	27.9989415369028	28.9004594282168	23.7436196636686	20.2924772343994
C11orf73	126778	ENSG00000149196	11	86009291	86014043	13.110944622452	18.5091161184135	11.4928630936197	17.9685651142118	2.98678566476134
C11orf82	125673	ENSG00000165490	11	82610457	82615041	2.73601448290496	2.24032820197704	0.300283460278349	4.72172334605538	2.07656970507409
C14orf28	218142	ENSG00000179476	14	45366137	45370009	0.917551490559191	0.72698049872101	1.82167037230799	0.573255248639559	2.19982920551593
C15orf40	253525	ENSG00000169609	15	83679256	83681883	7.91475718810606	5.08753471266591	7.89042494557465	5.96222568619916	4.94943900472851
C17orf97	278765	ENSG00000187624	17	256417	262443	0.255429788678807	0.084132420002843	0.0565810724993909	0.067763528848852	0.354245367823829
C1orf162	30764	ENSG00000143110	1	112014292	112018606	62.057560453278	0.709391802114432	20.9774907153621	2.68696512032048	15.6981535149173
C4BPA	52074	ENSG00000123838	1	207275723	207277802	0.00183317677692815	0.000570918955451385	0.000637934459573336	0.000480349712634141	2.92691303196458
C4BPB	52071	ENSG00000123843	1	207260202	207272701	0.0109352682297661	0.0131145458730593	0.721383617318169	0.0123163066422714	0.0533095514476761
C9orf50	783503	ENSG00000179058	9	132368783	132383163	9.11456804770588e-06	7.48172912591863e-06	1.22874620027741e-06	2.12790834502947e-07	9.74234260916903e-07
C9orf64	770859	ENSG00000165118	9	86566536	86574615	5.45062415809613	3.13918550786945	1.11230436416913	4.79291530111063	1.79064764336695
CA2	732526	ENSG00000104267	8	86374486	86381631	28.051034600111	17.5164430132921	0.0421203404943396	25.3482285686962	1.20159633517113
CAHM	659809	ENSG00000270419	6	163833365	163837600					
CCNB1IP1	210678	ENSG00000100814	14	20795320	20806783	5.74973962389723	26.0185576851858	11.6479330324373	9.28081019653833	0.662568251644955
CCND2	142867	ENSG00000118971	12	4380818	4386594	17.1051402102316	22.0902582286431	24.7014017284199	19.9538847491683	4.83930282703101
CCND2-AS1	142867	ENSG00000256164	12	4380818	4386594	0.000350718149047095	0.123867030164392	0.101568850253699	0.000106299906590515	4.59512753242089e-06
CCND2-AS2	142867	ENSG00000255920	12	4380818	4386594	2.11104208057441e-05	0.0008947526086701	0.000315680475999119	1.30552388754725e-06	5.36615048482289e-06
CD55	52141	ENSG00000196352	1	207491500	207495827	24.8022135271964	58.8389101838876	55.3176757992507	22.8245987895021	469.76256238383
CDK17	171137	ENSG00000059758	12	96792262	96795604	18.3206532328991	29.3861470308713	39.0732266547605	18.196037464527	82.1035837344268
CEP70	477867	ENSG00000114107	3	138312712	138319219	7.70318604554254	8.66157613033202	14.4890941979835	3.75404471222446	1.78340208439556
CHD1	585677	ENSG00000153922	5	98258843	98266385	20.4623878080034	20.6747546504889	55.5774471496102	30.4201083506814	131.845239827482
CHD7	724621	ENSG00000171316	8	61589190	61598367	2.48199392126116	7.30267004259659	14.5772740220461	7.87559587604639	34.2463584963036
CHMP3	357572	ENSG00000115561	2	86738402	86749580	35.039430582192	22.2491403936765	31.1840342836135	19.4807899384755	141.731514296111
CNNM4	359251	ENSG00000158158	2	97425684	97428909	1.93333493991101	1.99245531973448	0.993713460658936	1.60874415818963	3.49430607905889
CNTRL	781545	ENSG00000119397	9	123834159	123838205	7.52566377034069	11.2468344542109	38.9842411799773	8.6249903894371	15.2631972688528
COL12A1	632164	ENSG00000111799	6	75904747	75916837	0.00715289032751149	0.011355232522105	0.0171385707202818	0.010989927018018	0.0547543569942242
CTC-467M3.1	582310		5	87971924	87977835					
CTD-2007H13.3	585677		5	98258843	98266385					
DCAF16	501057	ENSG00000163257	4	17810109	17813638	4.89103266374847	13.5279787467747	22.3101948500932	14.1502720301304	8.93578966447073
DECR1	733942	ENSG00000104325	8	91010880	91017240	63.505200056905	40.5254446799741	24.6721787438903	42.6332237117469	98.8481192856906
